301,superman_iii,superman_the_movie,Movie
302,terminator,terminator,Movie
303,ghostbusters,ghostbusters,Movie
304,blood_simple,,Movie
305,amadeus,,Movie
306,repo_man,,Movie
307,this_is_spinal_tap,,Movie
308,nightmare_on_elm_street,a_nightmare_on_elm_street,Movie
309,killing_fields,,Movie
310,romancing_the_stone,,Movie
311,karate_kid,,Movie
312,indiana_jones_and_the_temple_of_doom,indiana_jones,Movie
313,once_upon_a_time_in_america,,Movie
314,gremlins,,Movie
315,beverly_hills_cop,,Movie
316,star_trek_iii_the_search_for_spock,star_trek,Movie
317,revenge_of_the_nerds,,Movie
318,purple_rain,,Movie
319,1006364-dune,,Movie
320,tampopo,,Movie
321,ran,,Movie
322,back_to_the_future,,Movie
323,1003033-brazil,,Movie
324,reanimator,,Movie
325,breakfast_club,,Movie
326,1032180-after_hours,,Movie
327,peewees_big_adventure,,Movie
328,mad_max_beyond_thunderdome,,Movie
329,goonies,,Movie
330,out_of_africa,,Movie
331,rocky_iv,rocky,Movie
332,view_to_a_kill,james_bond_007,Movie
333,1000617-aliens,alien,Movie
334,blue_velvet,,Movie
335,hannah_and_her_sisters,,Movie
336,1007602-fly,,Movie
337,stand_by_me_1986,,Movie
338,1012515-little_shop_of_horrors,,Movie
339,platoon,,Movie
340,color_of_money,,Movie
341,sid_and_nancy,,Movie
342,hoosiers,,Movie
343,henry-portrait-of-a-serial-killer,,Movie
344,star_trek_iv_the_voyage_home,star_trek,Movie
345,ferris_buellers_day_off,,Movie
346,pretty_in_pink,,Movie
347,labyrinth,,Movie
348,top_gun,,Movie
349,howard_the_duck,,Movie
350,princess_bride,,Movie
351,evil_dead_2_dead_by_dawn,,Movie
352,wings_of_desire,,Movie
353,broadcast_news,,Movie
354,full_metal_jacket,,Movie
355,last_emperor,,Movie
356,moonstruck,,Movie
357,planes_trains_and_automobiles,,Movie
358,raising_arizona,,Movie
359,1015218-no_way_out,,Movie
360,good_morning_vietnam,,Movie
361,1017712-robocop,,Movie
362,1014793-near_dark,,Movie
363,lethal_weapon,lethal_weapon,Movie
364,untouchables,,Movie
365,predator,,Movie
366,wall_street,,Movie
367,1007141-fatal_attraction,,Movie
368,lost_boys,,Movie
369,dirty_dancing,,Movie
370,living_daylights,james_bond_007,Movie
371,empire_of_the_sun,,Movie
372,hellraiser,,Movie
373,superman_iv_the_quest_for_peace,superman_the_movie,Movie
374,big,,Movie
375,bull_durham,,Movie
376,who_framed_roger_rabbit,,Movie
377,the_vanishing,,Movie
378,1009096-hairspray,,Movie
379,midnight_run,,Movie
380,die_hard,,Movie
381,heathers,,Movie
382,fish_called_wanda,,Movie
383,my_neighbor_totoro,,Movie
384,cinema_paradiso,,Movie
385,rain_man,,Movie
386,the_naked_gun_from_the_files_of_police_squad,naked_gun,Movie
387,akira,,Movie
388,eight_men_out,,Movie
389,they_live,,Movie
390,talk_radio,,Movie
391,beetlejuice,,Movie
392,last_temptation_of_christ,,Movie
393,1007832-frantic,,Movie
394,scrooged,,Movie
395,coming_to_america,,Movie
396,1004420-cocktail,,Movie
397,say_anything,,Movie
398,1032434-killer,,Movie
399,sex_lies_and_videotape,,Movie
400,do_the_right_thing,,Movie
401,the_little_mermaid_1989,,Movie
402,parenthood,,Movie
403,1008415-glory,,Movie
404,crimes_and_misdemeanors,,Movie
405,adventures_of_baron_munchausen,,Movie
406,when_harry_met_sally,,Movie
407,indiana_jones_and_the_last_crusade,indiana_jones,Movie
408,born_on_the_fourth_of_july,,Movie
409,abyss,,Movie
410,field_of_dreams,,Movie
411,dead_poets_society,,Movie
412,santa_sangre,,Movie
413,casualties_of_war,,Movie
414,driving_miss_daisy,,Movie
415,major_league,,Movie
416,bill_and_teds_excellent_adventure,bill_and_ted,Movie
417,licence_to_kill,james_bond_007,Movie
418,1001781-batman,batman_movies,Movie
419,back_to_the_future_2,,Movie
420,tango_and_cash,,Movie
421,star_trek_v_the_final_frontier,star_trek,Movie
422,1032176-goodfellas,,Movie
423,10009001-the_freshman,,Movie
424,millers_crossing,,Movie
425,misery,,Movie
426,edward_scissorhands,,Movie
427,grifters,,Movie
428,hunt_for_red_october,,Movie
429,la_femme_nikita,,Movie
430,presumed_innocent,,Movie
431,dances_with_wolves,,Movie
432,darkman,,Movie
433,total_recall,,Movie
434,1031086-ghost,,Movie
435,cry-baby,,Movie
436,back_to_the_future_3,,Movie
437,die_hard_2_1990,,Movie
438,jacobs_ladder,,Movie
439,gremlins_2_the_new_batch,,Movie
440,godfather_part_iii,,Movie
441,1029314-dick_tracy,,Movie
442,wild_at_heart,,Movie
443,home_alone,,Movie
444,pretty_woman,,Movie
445,flatliners,,Movie
446,teenage_mutant_ninja_turtles_the_movie,tmnt,Movie
447,days_of_thunder,,Movie
448,bonfire_of_the_vanities,,Movie
449,beauty_and_the_beast_1991,,Movie
450,silence_of_the_lambs,,Movie
451,boyz_n_the_hood,,Movie
452,terminator_2_judgment_day,terminator,Movie
453,barton_fink,,Movie
454,1037024-commitments,,Movie
455,bugsy,,Movie
456,thelma_and_louise,,Movie
457,1037756-jfk,,Movie
458,star_trek_vi_the_undiscovered_country,star_trek,Movie
459,dead_again,,Movie
460,fisher_king,,Movie
461,my_own_private_idaho,,Movie
462,what_about_bob,,Movie
463,jungle_fever,,Movie
464,1037581-cape_fear,,Movie
465,backdraft,,Movie
466,fried_green_tomatoes,,Movie
467,1037864-father_of_the_bride,,Movie
468,point_break,,Movie
469,rocketeer,,Movie
470,addams_family,,Movie
471,naked_gun_2_12_the_the_smell_of_fear,naked_gun,Movie
472,doors,,Movie
473,bill_and_teds_bogus_journey,bill_and_ted,Movie
474,robin_hood_prince_of_thieves,,Movie
475,teenage_mutant_ninja_turtles_2_the_secret_of_the_ooze,tmnt,Movie
476,hook,,Movie
477,1041911-unforgiven,,Movie
478,player,,Movie
479,crying_game,,Movie
480,one_false_move,,Movie
481,1042582-aladdin,,Movie
482,glengarry_glen_ross,,Movie
483,howards_end,,Movie
484,reservoir_dogs,,Movie
485,1042135-malcolm_x,,Movie
486,delicatessen,,Movie
487,1042193-scent_of_a_woman,,Movie
488,waynes_world,,Movie
489,my_cousin_vinny,,Movie
490,batman_returns,batman_movies,Movie
491,river_runs_through_it,,Movie
492,few_good_men,,Movie
493,sneakers,,Movie
494,1040379-singles,,Movie
495,league_of_their_own,,Movie
496,white_men_cant_jump,,Movie
497,bram_stokers_dracula,,Movie
498,bad_lieutenant,,Movie
499,muppet_christmas_carol,,Movie
500,candyman,,Movie
501,twin-peaks-fire-walk-with-me,,Movie
502,the_hand_that_rocks_the_cradle,,Movie
503,chaplin,,Movie
504,lethal_weapon_3,lethal_weapon,Movie
505,single_white_female,,Movie
506,basic_instinct,,Movie
507,alien3,alien,Movie
508,buffy_the_vampire_slayer,,Movie
509,stranger_among_us,,Movie
510,1040378-cool_world,,Movie
511,schindlers_list,,Movie
512,nightmare_before_christmas,,Movie
513,groundhog_day,,Movie
514,jurassic_park,,Movie
515,1046129-fugitive,,Movie
516,in_the_line_of_fire,,Movie
517,three_colors_blue,,Movie
518,whats_love_got_to_do_with_it,,Movie
519,dave,,Movie
520,short_cuts,,Movie
521,dazed_and_confused,,Movie
522,in_the_name_of_the_father,,Movie
523,true_romance,,Movie
524,piano,,Movie
525,1045992-much_ado_about_nothing,,Movie
526,whats_eating_gilbert_grape,,Movie
527,1048185-naked,,Movie
528,1045518-secret_garden,,Movie
529,orlando,,Movie
530,age_of_innocence,,Movie
531,carlitos_way,,Movie
532,philadelphia,,Movie
533,addams_family_values,,Movie
534,rudy,,Movie
535,1044522-firm,,Movie
536,tombstone,,Movie
537,falling_down,,Movie
538,army_of_darkness,,Movie
539,sleepless_in_seattle,,Movie
540,mrs_doubtfire,,Movie
541,1044214-cliffhanger,,Movie
542,reality_bites,,Movie
543,waynes_world_2,,Movie
544,sandlot,,Movie
545,pelican_brief,,Movie
546,ace_ventura_pet_detective,,Movie
547,indecent_proposal,,Movie
548,last_action_hero,,Movie
549,1045250-hocus_pocus,,Movie
550,1058966-red,,Movie
551,hoop_dreams,,Movie
552,the_lion_king,,Movie
553,bullets_over_broadway,,Movie
554,quiz_show,,Movie
555,four_weddings_and_a_funeral,,Movie
556,pulp_fiction,,Movie
557,the_last_seduction,,Movie
558,speed_1994,,Movie
559,ed_wood,,Movie
560,once_were_warriors,,Movie
561,madness_of_king_george,,Movie
562,shawshank_redemption,,Movie
563,heavenly_creatures,,Movie
564,1059487-nobodys_fool,,Movie
565,eat_drink_man_woman,,Movie
566,cronos,,Movie
567,clerks,,Movie
568,three_colors_white,,Movie
569,legend_of_drunken_master,,Movie
570,crow,,Movie
571,1053779-mask,,Movie
572,santa_clause,,Movie
573,forrest_gump,,Movie
574,true_lies,,Movie
575,leon_the_professional,,Movie
576,ref,,Movie
577,dumb_and_dumber,,Movie
578,maverick,,Movie
579,cobb,,Movie
580,1053942-wolf,,Movie
581,interview_with_the_vampire,,Movie
582,serial_mom,,Movie
583,disclosure,,Movie
584,legends_of_the_fall,,Movie
585,hudsucker_proxy,,Movie
586,star_trek_generations,star_trek,Movie
587,stargate,,Movie
588,timecop,,Movie
589,mary_shelleys_frankenstein,,Movie
590,1054125-shadow,,Movie
591,color_of_night,,Movie
592,1051663-flintstones,,Movie
593,i_love_trouble,,Movie
594,beverly_hills_cop_3,,Movie
595,toy_story,pixar,Movie
596,before_sunrise,,Movie
597,1065598-babe,,Movie
598,1068832-sense_and_sensibility,,Movie
599,apollo_13,,Movie
600,1068779-dead_man_walking,,Movie
601,the-secret-of-roan-inish,,Movie
602,crumb,,Movie
603,1068177-richard_iii,,Movie
604,leaving_las_vegas,,Movie
605,american_president,,Movie
606,welcome_to_the_dollhouse,,Movie
607,bridges_of_madison_county,,Movie
608,usual_suspects,,Movie
609,12_monkeys,,Movie
610,devil_in_a_blue_dress,,Movie
611,1068182-heat,,Movie
612,1066712-to_die_for,,Movie
613,get_shorty,,Movie
614,crimson_tide,,Movie
615,safe,,Movie
616,death_and_the_maiden,,Movie
617,dolores_claiborne,,Movie
618,clueless,,Movie
619,seven,,Movie
620,1067987-casino,,Movie
621,while_you_were_sleeping,,Movie
622,city_of_lost_children,,Movie
623,goldeneye,james_bond_007,Movie
624,rumble_in_the_bronx,,Movie
625,1065684-braveheart,,Movie
626,muriels_wedding,,Movie
627,nixon,,Movie
628,1061000-rob_roy,,Movie
629,clockers,,Movie
630,1058923-shallow_grave,,Movie
631,antonias_line,,Movie
632,1068326-sabrina,,Movie
633,1066169-home_for_the_holidays,,Movie
634,the_brady_bunch_movie,,Movie
635,strange_days,,Movie
636,outbreak,,Movie
637,1063452-pocahontas,,Movie
638,1059629-quick_and_the_dead,,Movie
639,mallrats,,Movie
640,die_hard_with_a_vengeance,,Movie
641,kids,,Movie
642,first_knight,,Movie
643,tommy_boy,,Movie
644,waterworld,,Movie
645,1062483-bad_boys,,Movie
646,batman_forever,batman_movies,Movie
647,net,,Movie
648,hackers,,Movie
649,congo,,Movie
650,showgirls,,Movie
651,judge_dredd,,Movie
652,assassins,,Movie
653,when_we_were_kings,,Movie
654,big_night,,Movie
655,sling_blade,,Movie
656,supercop,,Movie
657,ghost_in_the_shell,,Movie
658,fargo,,Movie
659,1075422-hamlet,,Movie
660,1074022-lone_star,,Movie
661,james_and_the_giant_peach,,Movie
662,that_thing_you_do,,Movie
663,star_trek_first_contact,star_trek,Movie
664,trainspotting,,Movie
665,waiting_for_guffman,,Movie
666,shine,,Movie
667,chungking_express,,Movie
668,get_on_the_bus,,Movie
669,people_vs_larry_flynt,,Movie
670,swingers,,Movie
671,flirting_with_disaster,,Movie
672,fly_away_home,,Movie
673,bottle_rocket,,Movie
674,english_patient,,Movie
675,courage_under_fire,,Movie
676,jerry_maguire,,Movie
677,breaking_the_waves,,Movie
678,1073316-emma,,Movie
679,1071769-cold_comfort_farm,,Movie
680,eves_bayou,,Movie
681,looking_for_richard,,Movie
682,mystery_science_theater_3000_the_movie,,Movie
683,1074316-scream,,Movie
684,marvins_room,,Movie
685,birdcage,,Movie
686,beautiful_girls,,Movie
687,everyone_says_i_love_you,,Movie
688,1074298-ransom,,Movie
689,michael_collins,,Movie
690,1073037-hunchback_of_notre_dame,,Movie
691,1070992-primal_fear,,Movie
692,1073595-sleepers,,Movie
693,william_shakespeares_romeo_and_juliet,,Movie
694,beavis_and_butt_head_do_america,,Movie
695,tin_cup,,Movie
696,long_kiss_goodnight,,Movie
697,1074978-crucible,,Movie
698,1072011-rock,,Movie
699,1072381-time_to_kill,,Movie
700,1071708-nutty_professor,,Movie
701,from_dusk_till_dawn,,Movie
702,1071806-independence_day,,Movie
703,mission_impossible,,Movie
704,shes_the_one,,Movie
705,happy_gilmore,,Movie
706,preachers_wife,,Movie
707,2_days_in_the_valley,,Movie
708,1076271-crash,,Movie
709,1071167-twister,,Movie
710,cable_guy,,Movie
711,stealing_beauty,,Movie
712,mars_attacks,,Movie
713,escape_from_la,,Movie
714,ghost_and_the_darkness,,Movie
715,my_fellow_americans,,Movie
716,multiplicity,,Movie
717,1072083-phantom,,Movie
718,space_jam,,Movie
719,eraser,,Movie
720,mary_reilly,,Movie
721,four_rooms,,Movie
722,striptease,,Movie
723,spy_hard,,Movie
724,la_confidential,,Movie
725,sweet_hereafter,,Movie
726,good_will_hunting,,Movie
727,titanic,,Movie
728,men_in_black,,Movie
729,full_monty,,Movie
730,faceoff,,Movie
731,boogie_nights,,Movie
732,ulees_gold,,Movie
733,mrs_brown,,Movie
734,chasing_amy,,Movie
735,in_the_company_of_men,,Movie
736,jackie_brown,,Movie
737,spanish_prisoner,,Movie
738,affliction,,Movie
739,donnie_brasco,,Movie
740,wag_the_dog,,Movie
741,as_good_as_it_gets,,Movie
742,1079818-anastasia,,Movie
743,ice_storm,,Movie
744,rosewood,,Movie
745,1078028-hercules,,Movie
746,scream_2,,Movie
747,1084398-life_is_beautiful,,Movie
748,gattaca,,Movie
749,1080867-rainmaker,,Movie
750,the_boxer,,Movie
751,grosse_pointe_blank,,Movie
752,liar_liar,,Movie
753,1077077-breakdown,,Movie
754,soul_food,,Movie
755,air_force_one,,Movie
756,1075777-private_parts,,Movie
757,butcher_boy,,Movie
758,amistad,,Movie
759,kundun,,Movie
760,cop_land,,Movie
761,fifth_element,,Movie
762,my_best_friends_wedding,,Movie
763,1078955-game,,Movie
764,in_and_out,,Movie
765,romy_and_micheles_high_school_reunion,,Movie
766,austin_powers_international_man_of_mystery,austin_powers,Movie
767,the_pillow_book,,Movie
768,devils_advocate,,Movie
769,shes_so_lovely,,Movie
770,1073427-selena,,Movie
771,1078021-contact,,Movie
772,starship_troopers,,Movie
773,zero_effect,,Movie
774,edge,,Movie
775,u_turn_1997,,Movie
776,dream_with_the_fishes,,Movie
777,lost_highway,,Movie
778,tomorrow_never_dies,james_bond_007,Movie
779,gingerbread_man,,Movie
780,1077847-george_of_the_jungle,,Movie
781,another_day_in_paradise_1997,,Movie
782,con_air,,Movie
783,alien_resurrection,alien,Movie
784,lost_world_jurassic_park,,Movie
785,conspiracy_theory,,Movie
786,1078216-picture_perfect,,Movie
787,blues_brothers_2000,,Movie
788,1076267-volcano,,Movie
789,absolute_power,,Movie
790,1080990-fallen,,Movie
791,anaconda,,Movie
792,i_know_what_you_did_last_summer,,Movie
793,saint,,Movie
794,hard_rain,,Movie
795,fathers_day,,Movie
796,thousand_acres,,Movie
797,jungle_2_jungle,,Movie
798,spawn,,Movie
799,jingle_all_the_way,,Movie
800,1077027-batman_and_robin,batman_movies,Movie
801,speed_2_cruise_control,,Movie
802,mortal_kombat_annihilation,,Movie
803,truman_show,,Movie
804,antz,,Movie
805,saving_private_ryan,,Movie
806,shakespeare_in_love,,Movie
807,gods_and_monsters,,Movie
808,1083436-1083436-out_of_sight,,Movie
809,bugs_life,pixar,Movie
810,central-do-brasil-central-station,,Movie
811,the_dreamlife_of_angels,,Movie
812,rushmore,,Movie
813,ever_after_a_cinderella_story,,Movie
814,simple_plan,,Movie
815,cure_1997,,Movie
816,one_true_thing,,Movie
817,apostle,,Movie
818,pleasantville,,Movie
819,mulan,,Movie
820,pi,,Movie
821,hilary_and_jackie,,Movie
822,1083414-parent_trap,,Movie
823,theres_something_about_mary,,Movie
824,american_history_x,,Movie
825,1094041-last_night,,Movie
826,big_lebowski,,Movie
827,waking_ned_devine,,Movie
828,1084175-happiness,,Movie
829,1084153-elizabeth,,Movie
830,mask_of_zorro,,Movie
831,primary_colors,,Movie
832,1084146-thin_red_line,,Movie
833,prince_of_egypt,,Movie
834,1087427-general,,Movie
835,slums_of_beverly_hills,,Movie
836,he_got_game,,Movie
837,opposite_of_sex,,Movie
838,live_flesh,,Movie
839,1057370-beloved,,Movie
840,little_voice,,Movie
841,your_friends_and_neighbors,,Movie
842,bulworth,,Movie
843,buffalo_66,,Movie
844,dark_city,,Movie
845,1083481-negotiator,,Movie
846,horse_whisperer,,Movie
847,mighty,,Movie
848,next_stop_wonderland,,Movie
849,1083326-les_miserables,,Movie
850,enemy_of_the_state,,Movie
851,high_art,,Movie
852,last_days_of_disco,,Movie
853,youve_got_mail,,Movie
854,wilde,,Movie
855,1083688-return_to_paradise,,Movie
856,ronin,,Movie
857,wedding_singer,,Movie
858,1083659-rounders,,Movie
859,xfiles_fight_the_future,the_x_files,Movie
860,hideous_kinky,,Movie
861,wild_things,,Movie
862,babe_pig_in_the_city,,Movie
863,clay_pigeons,,Movie
864,kurt_and_courtney,,Movie
865,sliding_doors,,Movie
866,rush_hour,,Movie
867,civil_action,,Movie
868,1082855-twilight,,Movie
869,playing_by_heart,,Movie
870,rugrats_movie,,Movie
871,city_of_angels,,Movie
872,permanent_midnight,,Movie
873,1083484-blade,,Movie
874,star_trek_insurrection,star_trek,Movie
875,what_dreams_may_come,,Movie
876,1083171-perfect_murder,,Movie
877,velvet_goldmine,,Movie
878,why_do_fools_fall_in_love,,Movie
879,apt_pupil,,Movie
880,faculty,,Movie
881,lethal_weapon_4,lethal_weapon,Movie
